editor|doi
Mehdi Ahmed-Nacer|https://doi.org/10.1007/3-540-56663-5
Mehdi Ahmed-Nacer|https://doi.org/10.1007/978-3-319-61949-1_1
Mehdi Ahmed-Nacer|https://doi.org/10.1007/978-3-540-39964-3_33
Armir Bujari|https://doi.org/10.1145/3284869.3284882
Aniruddha S. Gokhale|https://doi.org/10.1007/978-1-4614-8265-9_926
Aniruddha S. Gokhale|https://doi.org/10.1007/978-3-540-39964-3_27
Aniruddha S. Gokhale|https://doi.org/10.1109/Agile.2008.95
Aniruddha S. Gokhale|https://doi.org/10.1007/978-1-4614-8265-9_594
Nicolas Usunier|http://studia.complexica.net/index.php?option=com_content&view=article&id=96
Flavio Ferrarotti|https://doi.org/10.1007/978-3-319-94637-5
Flavio Ferrarotti|Vouzzavedibisar: Annonce: le BIAA fêtera ses 30 ans, le 30 mars 2012._2011
Flavio Ferrarotti|https://doi.org/10.1007/978-1-4614-8265-9_5046
Abderrazzak El Khayari|https://doi.org/10.1007/0-387-34239-7
Abderrazzak El Khayari|http://studia.complexica.net/index.php?option=com_content&view=article&id=244%3Aliving-lab-activageing-developing-home-based-social-and-healthcare-solutions-for-the-elderly-using-participatory-design-pp-63-68
Abderrazzak El Khayari|https://doi.org/10.1007/978-3-540-30469-2_32
Abderrazzak El Khayari|https://doi.org/10.1109/NOTERE.2010.5536543
Andrzej M. Goscinski|https://doi.org/10.1007/978-0-387-39940-9_910
Andrzej M. Goscinski|https://doi.org/10.1145/1416729.1416763
Andrzej M. Goscinski|https://doi.org/10.1007/978-3-662-43505-2_47
Andrzej M. Goscinski|https://doi.org/10.1007/978-1-4614-8265-9_80712
Andrzej M. Goscinski|https://doi.org/10.1007/978-1-4614-8265-9_364
Kostas Stathis|https://doi.org/10.1007/978-0-387-39940-9_658
Kostas Stathis|https://doi.org/10.1007/978-3-662-60531-8_5
Renaud Litré|https://doi.org/10.1007/978-1-4614-8806-4_78
Renaud Litré|https://doi.org/10.1109/NOTERE.2010.5536814
Renaud Litré|https://doi.org/10.1007/978-0-387-39940-9_1035
Renaud Litré|http://studia.complexica.net/index.php?option=com_content&view=article&id=235%3Aresources-placement-in-the-4-dimensional-fault-tolerant-hypercube-processors-network-pp-1-20
Renaud Litré|https://doi.org/10.1007/978-3-030-77838-5
Martin Adams|https://doi.org/10.1007/978-1-4615-1003-1
Jean-Marc Petit|https://doi.org/10.1007/978-1-4614-8265-9_127
Yong Ren 0001|https://doi.org/10.1109/MITS.2015.2439519
Yong Ren 0001|https://doi.org/10.1109/NOTERE.2010.5536645
Yong Ren 0001|https://doi.org/10.1007/978-3-030-72957-8
Leen Ammeraal|https://doi.org/10.1109/NOTERE.2015.7293485
Leen Ammeraal|Informatique._2012
Leen Ammeraal|https://d-nb.info/988827433
Sylvain Conchon|https://doi.org/10.1007/978-981-13-5808-1
Sylvain Conchon|https://doi.org/10.1007/978-3-319-98092-8
Alek Felstiner|https://doi.org/10.1007/978-1-4614-8265-9_1173
Alek Felstiner|https://doi.org/10.1007/978-1-4614-8265-9_714
Alek Felstiner|https://doi.org/10.1007/978-3-662-43505-2_12
Alek Felstiner|https://doi.org/10.1007/978-1-4939-2092-1_4
Alek Felstiner|https://doi.org/10.1007/978-3-030-18468-1
Philippe Pucheral|https://doi.org/10.1007/978-1-4614-8806-4_7
Okan Topçu|http://studia.complexica.net/index.php?option=com_content&view=article&id=78
Ting Yu 0001|https://doi.org/10.1007/978-981-16-9294-9
Ting Yu 0001|http://biaa.eu/-upload/BIAA69.pdf
Teuvo Kohonen|https://doi.org/10.1007/3-540-56694-5
Teuvo Kohonen|http://studia.complexica.net/index.php?option=com_content&view=article&id=251%3Ainfodemiology-by-tweet-mining-methods
Teuvo Kohonen|https://doi.org/10.1007/978-1-84628-615-5
Pavan Balaji|https://doi.org/10.1007/978-1-4614-8806-4_35
Stanley B. Zdonik|https://doi.org/10.1007/978-3-662-43505-2_56
Marius Breitmayer|http://studia.complexica.net/index.php?option=com_content&view=article&id=92
Marius Breitmayer|https://doi.org/10.1007/978-1-4614-8806-4_17
Marius Breitmayer|https://doi.org/10.1145/1416729.1416748
Marius Breitmayer|https://doi.org/10.1007/3-540-61398-6
Yang Du|https://doi.org/10.1007/978-3-319-47524-0
Yang Du|https://doi.org/10.1145/1416729.1416792
Yang Du|https://doi.org/10.1504/IJTMCC.2014.067375
Yang Du|https://doi.org/10.1007/978-0-387-39940-9_1234
Yang Du|https://doi.org/10.1007/978-0-387-39940-9_1472
Francesco Frulio|https://doi.org/10.1007/978-3-319-95504-9_4
Oleg V. Shylo|https://doi.org/10.1007/978-3-319-98161-1_2
Oleg V. Shylo|https://doi.org/10.1007/978-981-16-8325-1
Oleg V. Shylo|https://doi.org/10.1007/978-1-4614-8265-9_923
Oleg V. Shylo|https://doi.org/10.1007/978-1-4614-8806-4_14
Veronique Smahi|https://doi.org/10.1007/978-3-662-62919-2_5
Carlos Gershenson|https://doi.org/10.1007/978-0-387-39940-9_1198
Carlos Gershenson|https://doi.org/10.1007/978-0-387-39940-9_118
Carlos Gershenson|https://doi.org/10.1145/1416729.1416756
Nico Hempe|https://doi.org/10.1007/978-3-540-30468-5_14
Una-May O'Reilly|https://doi.org/10.1007/978-3-030-25209-0
Una-May O'Reilly|https://doi.org/10.1007/978-3-662-43505-2_64
Una-May O'Reilly|https://doi.org/10.1007/978-3-319-07124-4_57
Una-May O'Reilly|https://doi.org/10.1007/978-3-662-43505-2_11
Una-May O'Reilly|https://doi.org/10.1007/978-3-319-76111-4_10
Gustavo Alonso|https://doi.org/10.1007/978-3-540-30468-5_28
Gustavo Alonso|https://doi.org/10.1007/978-3-030-59342-1
Gustavo Alonso|https://doi.org/10.1007/b104035
Kevin O'Toole|https://doi.org/10.1007/978-3-030-22441-7
Kevin O'Toole|https://doi.org/10.1007/978-3-662-63519-3_4
Kevin O'Toole|https://doi.org/10.1145/3411170.3411259
Kevin O'Toole|https://doi.org/10.1007/978-3-662-62308-4_5
Kevin O'Toole|https://doi.org/10.1007/978-981-13-5880-7
Rachid Bouaziz|https://doi.org/10.1007/978-3-642-14040-2
Rachid Bouaziz|https://d-nb.info/988875128
Rachid Bouaziz|https://doi.org/10.1145/3411170.3411251
Rachid Bouaziz|http://biaa.eu/-upload/editono105.pdf
Rachid Bouaziz|https://doi.org/10.1007/3-540-62927-0
Renny S. N. Lindberg|https://doi.org/10.1504/IJTMCC.2016.10002818
Renny S. N. Lindberg|https://doi.org/10.1007/978-3-662-56121-8_5
Phil Kim|https://doi.org/10.1109/COOPIS.1996.555001
Ian Arundale|https://doi.org/10.1007/978-3-540-39964-3_4
Ian Arundale|https://doi.org/10.1007/978-3-540-30468-5_10
Ian Arundale|https://doi.org/10.1007/978-3-319-76111-4_10
Ian Arundale|https://doi.org/10.1007/978-1-4614-8806-4_43
Boris Katz|https://doi.org/10.1109/COOPIS.1999.792171
Boris Katz|https://doi.org/10.1007/3-540-53754-6
Chen Li 0001|https://doi.org/10.1007/978-3-319-76111-4_8
Chen Li 0001|https://doi.org/10.1007/978-3-540-30469-2_48
Chen Li 0001|https://doi.org/10.1109/NOTERE.2015.7293504
Chen Li 0001|http://biaa.eu/-upload/editono98.pdf
Unnikrishnan Cheramangalath|https://doi.org/10.1007/3-540-36124-3_13
Philippe Caillou|https://doi.org/10.1007/978-981-10-4044-3
Philippe Caillou|https://doi.org/10.1016/j.eswax.2019.100008
Albert Y. Zomaya|https://doi.org/10.1007/978-3-642-54426-2_6
Albert Y. Zomaya|https://doi.org/10.1007/978-1-4614-8265-9_80659
Albert Y. Zomaya|https://doi.org/10.1007/978-3-319-95504-9_16
Nathalie Weidenfeld|https://doi.org/10.1007/978-1-4939-2092-1_20
Nathalie Weidenfeld|https://doi.org/10.1007/978-1-4939-2092-1_6
Mohamed Benmohammed|https://doi.org/10.1007/978-3-642-68599-6
Mohamed Benmohammed|https://doi.org/10.1007/978-1-4614-8265-9_893
Mohamed Benmohammed|https://doi.org/10.1007/978-3-030-88132-0
Massimo Ruffolo|https://doi.org/10.1504/IJTMCC.2013.052527
Massimo Ruffolo|https://doi.org/10.1007/978-3-658-36702-2
Massimo Ruffolo|https://doi.org/10.1007/978-3-662-48567-5_4
Peng Dong 0001|https://doi.org/10.1109/NOTERE.2010.5536629
Peng Dong 0001|https://doi.org/10.1007/3-540-36124-3_57
Peng Dong 0001|https://doi.org/10.1007/978-1-4899-1807-9
Iskander Kort|https://opus4.kobv.de/opus4-ku-eichstaett/frontdoor/index/index/docId/628
Iskander Kort|https://doi.org/10.1007/978-3-030-96836-6
Iskander Kort|https://doi.org/10.1007/978-0-387-39940-9_1558
Iskander Kort|https://doi.org/10.1007/978-1-4614-8265-9_953
Iskander Kort|https://doi.org/10.1007/978-3-030-48234-3
Martin Burger 0001|https://doi.org/10.1145/3342428.3342688
Martin Burger 0001|https://doi.org/10.1007/978-3-319-16074-0
Martin Burger 0001|https://doi.org/10.1007/978-3-319-76111-4_3
Emir Muñoz|https://doi.org/10.1007/978-1-4614-8265-9_940
Emir Muñoz|https://doi.org/10.1007/978-981-10-7956-6
Emir Muñoz|https://doi.org/10.1007/978-1-4614-8265-9_541
Emir Muñoz|https://doi.org/10.1007/978-1-4614-8265-9_1239
Roland Krause|https://doi.org/10.1016/j.eswax.2019.100015
Roland Krause|https://doi.org/10.1007/978-3-319-61949-1_1
Roland Krause|http://studia.complexica.net/index.php?option=com_content&view=article&id=226%3Acompositional-verication-for-reactive-multi-agent-systems-applied-to-platoon-non-collision-verication-pp-119-141
Roland Krause|https://doi.org/10.1007/978-3-662-55947-5_4
Roland Krause|https://doi.org/10.1007/978-981-10-7739-5
Masoud Daneshtalab|https://doi.org/10.1007/978-3-662-62199-8_3
Masoud Daneshtalab|https://doi.org/10.1145/3411170.3411264
Masoud Daneshtalab|https://doi.org/10.1007/978-3-662-62308-4_3
Masoud Daneshtalab|https://nbn-resolving.org/urn:nbn:de:bsz:93-opus-ds-110119
Masoud Daneshtalab|https://doi.org/10.1007/978-3-031-17834-4_7
Romain Rouvoy|https://doi.org/10.1007/978-981-10-4044-3
Bingwei Liu|https://doi.org/10.1007/978-1-4614-8265-9_143
Bingwei Liu|https://doi.org/10.1007/978-0-387-39940-9_780
Bingwei Liu|https://doi.org/10.1007/978-0-387-39940-9_1234
Bingwei Liu|https://doi.org/10.1109/NOTERE.2011.5957974
Bingwei Liu|https://doi.org/10.1007/978-3-662-50417-8
Takaya Kawakatsu|https://doi.org/10.1007/978-1-4614-8265-9_1435
Takaya Kawakatsu|https://doi.org/10.1007/978-3-319-76111-4_37
Takaya Kawakatsu|https://doi.org/10.1109/COOPIS.1997.613809
Mohamed A. Sharaf|https://doi.org/10.1007/978-1-4614-8265-9_1313
Mohamed A. Sharaf|https://doi.org/10.1007/978-3-319-07124-4_57
Christine Collet|https://doi.org/10.1007/978-1-4614-8265-9_464
Christine Collet|https://doi.org/10.1145/3342428.3342697
Christine Collet|https://doi.org/10.1007/978-1-4614-8265-9_295
Christine Collet|https://doi.org/10.1007/978-3-030-50061-0
Christine Collet|https://doi.org/10.1007/978-1-4939-0790-8_21
Joachim Rathmann|https://doi.org/10.1007/978-3-540-39964-3_9
Carlo Fantozzi|https://doi.org/10.1504/IJTMCC.2015.072467
Li Li 0040|https://nbn-resolving.org/urn:nbn:de:0072-287480
Li Li 0040|https://doi.org/10.1007/978-3-540-30468-5_23
Li Li 0040|https://doi.org/10.1007/978-3-031-17834-4_9
Li Li 0040|https://doi.org/10.1007/978-1-4614-8265-9_654
Mauro Barbieri|https://doi.org/10.1007/978-1-4614-8265-9_612
Mauro Barbieri|http://biaa.eu/-upload/articleno1011.pdf
Mauro Barbieri|https://doi.org/10.1007/978-3-658-01709-5
Mauro Barbieri|https://doi.org/10.1007/978-3-031-12482-2
Madusudhanan Bairappan|https://doi.org/10.1007/978-3-662-43505-2_36
Madusudhanan Bairappan|https://doi.org/10.1007/978-3-658-09646-5
Madusudhanan Bairappan|https://doi.org/10.1007/978-1-4614-8265-9_631
Madusudhanan Bairappan|https://doi.org/10.1007/978-0-387-39940-9_571
Madusudhanan Bairappan|https://doi.org/10.1145/1416729.1416789
Éric Leclercq|https://doi.org/10.1007/978-3-658-27742-0
Éric Leclercq|https://doi.org/10.1007/978-1-4614-8806-4_20
Maha Jebalia|https://doi.org/10.1007/3-540-44751-2_4
Maha Jebalia|https://doi.org/10.1007/978-3-030-96009-4
Maha Jebalia|https://doi.org/10.1007/978-3-030-84589-6
Juan Pablo Hourcade|Role Conflicts in Groupware._1993
Juan Pablo Hourcade|https://doi.org/10.1007/978-0-387-39940-9_1050
Juan Pablo Hourcade|https://doi.org/10.1007/978-3-030-19408-6
Wolfgang J. Paul|https://doi.org/10.1007/978-1-4614-8265-9_199
Wolfgang J. Paul|https://doi.org/10.1007/10722620_11
Wolfgang J. Paul|https://doi.org/10.1109/COOPIS.1999.792175
Wolfgang J. Paul|https://doi.org/10.1007/978-3-662-45947-8_5
Dennis S. Bernstein|http://biaa.eu/-upload/editono96.pdf
Dennis S. Bernstein|https://doi.org/10.1145/1416729.1416788
Adriano Galati|https://doi.org/10.1007/978-1-4939-0790-8_28
Adriano Galati|https://doi.org/10.1007/978-3-540-30469-2_20
Adriano Galati|https://doi.org/10.1007/978-3-662-43505-2_23
Adriano Galati|https://doi.org/10.1007/978-3-030-18114-7
Davide Rossi|https://doi.org/10.1007/978-3-662-46703-9_2
Davide Rossi|http://biaa.eu/-upload/editono98.pdf
Davide Rossi|https://doi.org/10.1007/978-3-030-81412-0
Davide Rossi|https://doi.org/10.1007/978-3-662-45947-8_5
Louis Hoebel|Qu'est-ce qu'une machine? (II/III)._2014
Louis Hoebel|https://doi.org/10.1007/978-3-540-39964-3_9
Louis Hoebel|https://doi.org/10.1007/978-1-4939-0790-8_40
Louis Hoebel|http://biaa.eu/-upload/vouzzano105.pdf
Louis Hoebel|https://doi.org/10.1145/3284869.3284877
Philippe Maurant|https://doi.org/10.1007/b94030
Philippe Maurant|https://d-nb.info/988386585
Philippe Maurant|https://doi.org/10.1007/978-3-030-95691-2
Philippe Maurant|https://doi.org/10.1007/978-3-662-62199-8_5
Zhengkui Wang|https://doi.org/10.1007/978-1-4899-7637-6_26
Zhengkui Wang|https://doi.org/10.1504/IJTMCC.2014.063274
Tommaso Bolognesi|https://doi.org/10.1007/978-3-642-45315-1_3
Tommaso Bolognesi|https://doi.org/10.1145/3284869.3284873
Tommaso Bolognesi|https://doi.org/10.1007/978-3-319-07124-4_47
Tommaso Bolognesi|https://doi.org/10.1145/3284869.3284880
Martin Swany|https://doi.org/10.1007/978-3-319-98740-8
Martin Swany|https://doi.org/10.1007/978-1-4614-8265-9_80719
Martin Swany|https://doi.org/10.1007/978-1-4614-8265-9_275
Martin Swany|https://doi.org/10.1007/978-3-658-27488-7
Fredrik Milani|https://doi.org/10.1007/978-3-319-61949-1_24
Fredrik Milani|https://doi.org/10.1007/978-3-662-43505-2_49
Fredrik Milani|https://doi.org/10.1007/978-3-030-24658-7
Jaksa Vuckovic|https://doi.org/10.1007/978-3-030-81043-6
Jaksa Vuckovic|https://doi.org/10.1007/978-1-4614-8265-9_1483
Jaksa Vuckovic|https://doi.org/10.1145/3284869.3284887
Denis Iwanesko Didjeko|https://doi.org/10.1007/978-3-662-43505-2_8
Denis Iwanesko Didjeko|http://studia.complexica.net/index.php?option=com_content&view=article&id=234%3Ameta-apprentissage-dexperiences-concepts-strategies-et-perspectives-pp-181-208
Denis Iwanesko Didjeko|https://d-nb.info/988615754
Joakim Kävrestad|https://doi.org/10.1007/978-3-662-66146-8_2
Marco Rainone|https://doi.org/10.1007/978-3-642-28148-8_1
Marco Rainone|https://doi.org/10.1007/978-3-642-54426-2_5
Marco Rainone|https://doi.org/10.1007/978-1-4939-0790-8_4
Marco Rainone|https://doi.org/10.1007/978-0-387-39940-9_893
Ralf Kneuper|https://doi.org/10.1007/978-3-540-30468-5_48
Ralf Kneuper|https://doi.org/10.1007/978-981-15-9901-9
Ralf Kneuper|https://doi.org/10.1007/978-0-387-39940-9_383
Ralf Kneuper|https://doi.org/10.1007/978-1-4614-8265-9_144
Valentina Semucci|https://doi.org/10.1007/978-3-658-04910-2
Alfredo Cuzzocrea|https://doi.org/10.1007/978-1-4614-8806-4_29
Alfredo Cuzzocrea|https://doi.org/10.1007/978-3-658-12742-8
Alfredo Cuzzocrea|https://doi.org/10.1007/978-1-4614-8806-4_42
Alfredo Cuzzocrea|https://doi.org/10.1007/978-1-4842-2737-4
Arunkumar Thangavelu|http://biaa.eu/-upload/editono100.pdf
Arunkumar Thangavelu|https://doi.org/10.1007/978-0-387-39940-9_387
Arunkumar Thangavelu|https://doi.org/10.1109/NOTERE.2015.7293497
Luigi Fornaro|http://studia.complexica.net/index.php?option=com_content&view=article&id=202%3Aa-computational-study-of-dicut-reformulation-for-the-single-source-capacitated-facility-location-problem-pp-21-42-
Luigi Fornaro|https://doi.org/10.1007/978-3-662-58808-6_2
Luigi Fornaro|https://doi.org/10.1007/978-1-4614-8265-9_1433
Yassine El Ghayam|https://doi.org/10.1007/978-3-662-62271-1_3
Yassine El Ghayam|https://doi.org/10.1007/978-981-13-7972-7
Yassine El Ghayam|https://doi.org/10.1007/978-3-662-43505-2_12
Edmund K. Burke|https://doi.org/10.1109/NOTERE.2010.5536717
Edmund K. Burke|https://doi.org/10.1007/978-0-387-39940-9_1484
Edmund K. Burke|https://doi.org/10.1007/b11968
Ravi Jhawar|https://doi.org/10.1007/978-1-4614-8265-9_1287
Ravi Jhawar|https://doi.org/10.1007/978-3-662-43505-2_52
Ravi Jhawar|https://doi.org/10.1007/978-3-662-46353-6
Ravi Jhawar|https://doi.org/10.1007/978-981-16-1566-5
Daniel Herrscher|https://doi.org/10.1007/978-3-030-42152-6
Nacera Ghoualmi-Zine|https://doi.org/10.1007/978-3-642-45269-7_5
Nacera Ghoualmi-Zine|https://doi.org/10.1007/978-1-4939-0790-8_1
Nacera Ghoualmi-Zine|https://doi.org/10.1007/978-3-662-62308-4_3
Nacera Ghoualmi-Zine|https://doi.org/10.1007/978-0-387-39940-9_1235
Nacera Ghoualmi-Zine|https://doi.org/10.1007/3-540-44751-2_19
Klaus-Dieter Schewe|https://doi.org/10.1007/978-1-4899-7637-6_11
Klaus-Dieter Schewe|https://doi.org/10.1109/NOTERE.2015.7293480
Cláudio F. R. Geyer|https://doi.org/10.1007/978-0-387-39940-9_893
Cláudio F. R. Geyer|https://doi.org/10.1145/3284869.3284890
Cláudio F. R. Geyer|https://doi.org/10.1007/978-3-319-98161-1_5
Cláudio F. R. Geyer|https://doi.org/10.1007/978-3-319-98149-9
Cláudio F. R. Geyer|https://doi.org/10.1007/978-3-662-66146-8_5
Jyotishman Pathak|http://studia.complexica.net/index.php?option=com_content&view=article&id=194%3Aon-periodic-bilinear-processes-pp-76-95
Jyotishman Pathak|https://doi.org/10.1007/978-3-030-62094-3
Jyotishman Pathak|https://doi.org/10.1007/978-3-030-58839-7
Jyotishman Pathak|https://doi.org/10.1007/978-1-4614-8265-9_1505
Jyotishman Pathak|https://doi.org/10.1007/978-1-4614-8265-9_1518
Uppaluri S. R. Murty|https://doi.org/10.1007/978-1-4614-8265-9_272
Uppaluri S. R. Murty|http://studia.complexica.net/index.php?option=com_content&view=article&id=202%3Aa-computational-study-of-dicut-reformulation-for-the-single-source-capacitated-facility-location-problem-pp-21-42-
Uppaluri S. R. Murty|https://doi.org/10.1109/COOPIS.1999.792147
Manoranjan Dash|https://doi.org/10.1007/978-3-662-56266-6_1
Manoranjan Dash|https://doi.org/10.1007/978-3-662-62271-1_6
Manoranjan Dash|https://doi.org/10.1007/978-1-4614-8265-9_385
Manoranjan Dash|https://doi.org/10.1007/978-3-031-06553-8
Manoranjan Dash|https://doi.org/10.1145/3411170.3411244
Alessandra Cavarra|http://doi.ieeecomputersociety.org/10.1109/COOPIS.1997.10005
Alessandra Cavarra|https://doi.org/10.1007/978-3-662-62271-1_3
Alessandra Cavarra|https://doi.org/10.1007/978-981-16-8615-3
Alessandra Cavarra|https://doi.org/10.1007/978-3-662-43505-2_64
Sabri Allani|https://doi.org/10.1007/978-3-030-85836-0
Sabri Allani|https://doi.org/10.1007/978-3-030-50061-0
Sabri Allani|https://doi.org/10.1007/978-1-4614-8265-9_1030
Jagannathan Srinivasan|https://doi.org/10.1007/BFb0015091
Jagannathan Srinivasan|https://doi.org/10.1007/978-3-031-17834-4_19
Jagannathan Srinivasan|https://doi.org/10.1145/3284869.3284923
Jagannathan Srinivasan|https://doi.org/10.1007/978-3-662-43505-2_79
Jagannathan Srinivasan|https://doi.org/10.1007/978-0-387-39940-9_382
Lothar Thiele|https://doi.org/10.1145/3284869.3284902
Lothar Thiele|https://doi.org/10.1007/978-3-031-17834-4_14
Lothar Thiele|https://doi.org/10.1007/978-3-540-30468-5_6
Lothar Thiele|https://doi.org/10.1007/978-3-540-39964-3_23
Lothar Thiele|https://doi.org/10.1007/3-540-36124-3_44
Parvaneh Parvin|https://doi.org/10.1007/978-3-662-58384-5_6
Aref Meddeb|https://doi.org/10.1109/COOPIS.1997.613820
Aref Meddeb|https://doi.org/10.1007/978-0-387-39940-9_504
Aref Meddeb|https://doi.org/10.1007/978-3-662-49214-7_1
Aref Meddeb|https://doi.org/10.1145/3342428.3342697
Aref Meddeb|https://d-nb.info/1058886541
Peter Pepper|https://doi.org/10.1007/978-3-662-54173-9_2
Peter Pepper|http://edoc.hu-berlin.de/18452/23979
Peter Pepper|https://doi.org/10.1007/978-3-319-95504-9_11
Divyakant Agrawal|https://doi.org/10.1007/978-1-4939-2092-1_23
Divyakant Agrawal|https://doi.org/10.1007/978-0-387-39940-9_507
Divyakant Agrawal|https://doi.org/10.1007/978-3-642-03722-1_1
Divyakant Agrawal|https://d-nb.info/988615754
Lakhmi C. Jain|https://doi.org/10.1007/978-3-642-45269-7_3
Khaled Boussetta|Privacy-Preserving Deep Learning - A Comprehensive Survey_2021
Khaled Boussetta|https://doi.org/10.1007/978-3-030-27656-0
Khaled Boussetta|https://doi.org/10.1007/978-981-16-8630-6
Khaled Boussetta|https://doi.org/10.1007/978-981-32-9796-8
Francesco Amato|https://doi.org/10.1007/978-0-387-39940-9_1204
Farhad Norouzi|https://doi.org/10.1007/978-3-642-54426-2_3
Farhad Norouzi|https://doi.org/10.1007/978-1-4614-8806-4_78
Lilia Idir|https://doi.org/10.1007/978-3-031-09417-0
Vanga Odelu|https://doi.org/10.1109/NOTERE.2011.5957977
Vanga Odelu|https://doi.org/10.1504/IJTMCC.2016.10002818
Vanga Odelu|https://doi.org/10.1145/1416729.1416761
Vanga Odelu|Vouzzavedibisar._2011
Vanga Odelu|https://doi.org/10.1145/3284869.3284876
Mercedes Amor|https://doi.org/10.1007/978-3-540-38885-2
Mercedes Amor|https://doi.org/10.1007/978-0-387-39940-9_1377
Mercedes Amor|https://doi.org/10.1007/978-1-4614-8806-4_60
Christos Tryfonopoulos|https://doi.org/10.1007/978-0-387-39940-9_227
Christos Tryfonopoulos|https://doi.org/10.1109/NOTERE.2010.5536832
Christos Tryfonopoulos|https://doi.org/10.1007/978-3-540-39964-3_43
Kamil Borawski|https://doi.org/10.1007/978-1-4614-8265-9_654
Jean-Pierre Petit|https://doi.org/10.1007/978-3-319-62680-2
Özlem Özgöbek|https://doi.org/10.1109/COOPIS.1999.792173
Özlem Özgöbek|https://doi.org/10.1007/978-1-4471-6512-5
Giovanni Quattrone|https://doi.org/10.1109/NOTERE.2016.7745824
Giovanni Quattrone|https://doi.org/10.1145/3342428.3342652
Giovanni Quattrone|https://doi.org/10.1007/978-3-030-72274-6
Giovanni Quattrone|https://doi.org/10.1007/978-1-4614-8265-9_80617
Giovanni Quattrone|https://doi.org/10.1007/978-1-4614-8265-9_528
Christian Böhm|https://doi.org/10.1007/978-1-4020-4784-8
Christian Böhm|https://doi.org/10.1007/978-3-030-28444-2
Francisco Dominguez|https://doi.org/10.1145/3284869.3284919
Laetitia Jourdan|https://d-nb.info/987676849
Laetitia Jourdan|https://doi.org/10.1145/3411170.3411234
Jong-Hwan Kim|https://doi.org/10.1007/978-3-319-95504-9_5
Jong-Hwan Kim|https://doi.org/10.1007/978-3-642-34179-3_7
Jong-Hwan Kim|https://doi.org/10.1109/NOTERE.2010.5536717
Jong-Hwan Kim|https://doi.org/10.1007/978-3-540-92913-0_5
Igor Bilogrevic|https://doi.org/10.1007/978-981-15-3231-3
Igor Bilogrevic|https://doi.org/10.1007/978-3-662-62919-2_4
Mihalis Petropoulos|https://opus4.kobv.de/opus4-ku-eichstaett/frontdoor/index/index/docId/628
Mihalis Petropoulos|https://doi.org/10.1007/978-3-319-98488-9
Mihalis Petropoulos|https://doi.org/10.1007/978-981-13-0821-5
Mihalis Petropoulos|https://doi.org/10.1007/978-981-16-3750-6
Hatem Ibn-Khedher|https://doi.org/10.1109/COOPIS.1997.613804
Hatem Ibn-Khedher|https://doi.org/10.1007/3-540-44751-2_21
Susan L. Tighe|https://doi.org/10.1145/3342428.3342683
Susan L. Tighe|https://doi.org/10.1007/978-1-4614-8806-4_5
Susan L. Tighe|https://doi.org/10.1007/978-0-387-39940-9_755
Susan L. Tighe|https://doi.org/10.1007/978-1-4899-7637-6_1
Susan L. Tighe|https://doi.org/10.1007/978-1-4614-8265-9_80607
John Longley|https://doi.org/10.1007/978-1-4614-1885-6
Marco Manca|https://doi.org/10.1007/978-3-319-76111-4_18
Marco Manca|https://doi.org/10.1007/978-3-319-21945-5
Marco Manca|https://doi.org/10.1007/978-3-658-28674-3
Marco Manca|https://doi.org/10.1109/NOTERE.2015.7293516
Marco Manca|https://doi.org/10.1007/978-3-662-43505-2_74
Marc Finthammer|https://doi.org/10.1007/978-1-4614-8265-9_684
Marc Finthammer|https://doi.org/10.1007/978-3-662-60531-8_2
Talal H. Noor|https://doi.org/10.1109/NOTERE.2010.5536569
Talal H. Noor|https://doi.org/10.1109/NOTERE.2015.7293498
Talal H. Noor|https://doi.org/10.1007/978-0-387-39940-9_870
Talal H. Noor|https://d-nb.info/961539585
Talal H. Noor|https://doi.org/10.1145/3342428.3343035
Jari Veijalainen|http://studia.complexica.net/index.php?option=com_content&view=article&id=232%3Apretopologie-stochastique-et-reseaux-complexes-pp-73-138
Yao Xu|http://doi.ieeecomputersociety.org/10.1109/COOPIS.1997.10005
Yao Xu|https://doi.org/10.1007/978-1-4842-2838-8
Yao Xu|https://doi.org/10.1007/b95519
Yao Xu|https://doi.org/10.1007/978-3-658-11039-0
Wee-Juan Tan|https://doi.org/10.1007/3-540-36124-3_49
Wee-Juan Tan|https://doi.org/10.1007/978-3-540-30469-2_21
Wee-Juan Tan|https://doi.org/10.1109/NOTERE.2015.7293489
Wee-Juan Tan|https://doi.org/10.1007/978-1-4614-8265-9_1249
Wee-Juan Tan|https://doi.org/10.1007/978-1-4614-8806-4_36
Lorenzo Monti|https://doi.org/10.1007/3-540-49212-7
Eleni Papadaki|https://doi.org/10.1007/978-3-030-50987-3
Eleni Papadaki|https://doi.org/10.1007/978-3-030-74524-0
Eleni Papadaki|https://doi.org/10.1007/978-3-319-98161-1_3
Eleni Papadaki|https://doi.org/10.1016/j.eswax.2019.100014
Eleni Papadaki|https://doi.org/10.1145/3284869.3284912
Luca Carlone|https://doi.org/10.1007/978-3-662-43839-8
Luca Carlone|https://doi.org/10.1007/10722620_14
Luca Carlone|https://doi.org/10.1007/978-0-387-39940-9_1259
Luca Carlone|https://doi.org/10.1007/978-1-4614-8265-9_5046
Gabriele Paolacci|https://doi.org/10.1109/NOTERE.2015.7293450
Gabriele Paolacci|https://doi.org/10.1109/NOTERE.2015.7293476
Gabriele Paolacci|Bonnes propriétés et invariants d'un réseau de petri._2010
